subEventName,playerId,matchId,teamId,eventSec,eventMin
Shot,91381,2499950,1651,5490.805572000001,91.5
Shot,9433,2499951,1646,329.987274,5.5
Shot,8980,2499951,1646,412.33066,6.9
Shot,7936,2499951,1611,753.629139,12.6
Shot,93,2499951,1646,821.574566,13.7
Shot,134513,2499951,1611,1037.490699,17.3
Shot,8980,2499951,1646,1491.813944,24.9
Shot,8944,2499951,1646,1675.773337,27.9
Shot,7936,2499951,1611,2311.105289,38.5
Shot,7939,2499951,1611,2477.924729,41.3
Shot,134513,2499951,1611,2766.002142,46.1
Shot,9123,2499951,1646,3145.448144,52.4
Shot,134513,2499951,1611,3219.508908,53.7
Shot,93,2499951,1646,3527.3003989999997,58.8
Shot,7936,2499951,1611,3891.249337000001,64.9
Shot,7905,2499951,1611,3941.930038999999,65.7
Shot,8944,2499951,1646,4155.670013999999,69.3
Shot,7936,2499951,1611,4457.365345999999,74.3
Shot,9123,2499951,1646,4578.350430999999,76.3
Shot,7934,2499951,1611,4712.922246,78.5
Shot,70122,2499951,1611,4803.851111,80.1
Shot,9127,2499951,1646,5078.658292,84.6
Shot,134513,2499951,1611,5225.2984,87.1
Shot,9127,2499951,1646,5531.619440999999,92.2
Shot,270828,2499951,1646,5716.180634,95.3
Shot,3577,2499952,1627,146.938238,2.4
Shot,25537,2499952,1627,364.540072,6.1
Shot,8958,2499952,1627,412.267564,6.9
Shot,77558,2499952,1623,776.961786,12.9
Shot,77558,2499952,1623,1668.218512,27.8
Shot,9414,2499952,1627,2099.254037,35.0
Shot,286825,2499952,1623,2238.964985,37.3
Shot,3577,2499952,1627,2644.002025,44.1
Shot,3577,2499952,1627,2833.078131,47.2
Shot,77558,2499952,1623,3097.8557579999997,51.6
Shot,145692,2499952,1623,4156.887398999999,69.3
Shot,25537,2499952,1627,4399.663306999999,73.3
Shot,9414,2499952,1627,4401.660303000001,73.4
Shot,7879,2499952,1623,4566.449186,76.1
Shot,9414,2499952,1627,4686.519944,78.1
Shot,3577,2499952,1627,4699.416218,78.3
Shot,9194,2499952,1623,4794.969767999999,79.9
Shot,3577,2499952,1627,4857.918872,81.0
Shot,3577,2499952,1627,4886.287735,81.4
Shot,3577,2499952,1627,5029.03782,83.8
Shot,355937,2499952,1623,5300.839313,88.3
Shot,3577,2499952,1627,5756.311646,95.9
Shot,25537,2499952,1627,5816.685076,96.9
Shot,70156,2499953,1644,87.26047600000001,1.5
Shot,12829,2499953,1631,309.406946,5.2
Shot,265366,2499953,1631,424.721934,7.1
Shot,28292,2499953,1644,1109.467045,18.5
Shot,20593,2499953,1644,1222.370387,20.4
Shot,8903,2499953,1644,1449.241458,24.2
Shot,14763,2499953,1631,3027.9923720000006,50.5
Shot,265366,2499953,1631,3213.3997799999997,53.6
Shot,8903,2499953,1644,3689.051522,61.5
Shot,10663,2499953,1644,4005.360578,66.8
Shot,10663,2499953,1644,4406.212649000001,73.4
Shot,8903,2499953,1644,4742.812786,79.0
Shot,265366,2499953,1631,5207.224051000001,86.8
Shot,265366,2499953,1631,5347.490916000001,89.1
Shot,26150,2499953,1631,5419.426249,90.3
Shot,8004,2499954,1613,86.72742699999998,1.4
Shot,9380,2499954,1625,357.179456,6.0
Shot,8277,2499954,1625,596.799817,9.9
Shot,245364,2499954,1625,884.8672329999999,14.7
Shot,11066,2499954,1625,1878.855997,31.3
Shot,8317,2499954,1625,1999.039469,33.3
Shot,8325,2499954,1625,2016.093717,33.6
Shot,38021,2499954,1625,2344.605295,39.1
Shot,8325,2499954,1625,2427.038143,40.5
Shot,105339,2499954,1625,2536.318407,42.3
Shot,8325,2499954,1625,2709.514745,45.2
Shot,293686,2499954,1613,3967.725276000001,66.1
Shot,8325,2499954,1625,4117.890977999999,68.6
Shot,11066,2499954,1625,4218.169301,70.3
Shot,8325,2499954,1625,4220.098600000001,70.3
Shot,8620,2499954,1613,4300.791828000001,71.7
Shot,230883,2499954,1613,4304.460467000001,71.7
Shot,38021,2499954,1625,4463.420829999999,74.4
Shot,8317,2499954,1625,4517.596676000001,75.3
Shot,38021,2499954,1625,4852.718473000001,80.9
Shot,8325,2499954,1625,4947.820374999999,82.5
Shot,105339,2499954,1625,5034.636973000001,83.9
Shot,293686,2499954,1613,5252.439337,87.5
Shot,12536,2499954,1613,5447.68864,90.8
Shot,20857,2499955,1619,12.125941999999997,0.2
Shot,8144,2499955,1619,435.506729,7.3
Shot,210044,2499955,1624,962.639216,16.0
Shot,8717,2499955,1624,1045.929917,17.4
Shot,210044,2499955,1624,1367.396444,22.8
Shot,29640,2499955,1619,1549.255506,25.8
Shot,25804,2499955,1624,1756.778107,29.3
Shot,8136,2499955,1619,2176.619815,36.3
Shot,210044,2499955,1624,2326.885552,38.8
Shot,29640,2499955,1619,2422.553287,40.4
Shot,8144,2499955,1619,2904.429174000001,48.4
Shot,13484,2499955,1624,3862.347963,64.4
Shot,20857,2499955,1619,3921.792748,65.4
Shot,8717,2499955,1624,4050.366978,67.5
Shot,11152,2499955,1624,4152.852210000001,69.2
Shot,48,2499955,1624,4169.83462,69.5
Shot,70389,2499955,1619,5207.172653,86.8
Shot,215983,2499955,1619,5294.471932,88.2
Shot,20441,2499955,1624,5342.369588,89.0
Shot,8717,2499955,1624,5390.939585,89.8
Shot,61967,2499955,1624,5540.521984999999,92.3
Shot,8731,2499956,1639,462.134382,7.7
Shot,15054,2499956,1639,1067.562565,17.8
Shot,7961,2499956,1639,1070.603628,17.8
Shot,214654,2499956,1673,1630.656496,27.2
Shot,49872,2499956,1639,2706.297612,45.1
Shot,77548,2499956,1639,3160.6207780000004,52.7
Shot,8897,2499956,1673,3350.58532,55.8
Shot,49872,2499956,1639,3369.0612569999994,56.2
Shot,15054,2499956,1639,3443.2690299999995,57.4
Shot,15198,2499956,1639,3676.542964,61.3
Shot,49872,2499956,1639,4003.692176000001,66.7
Shot,15054,2499956,1639,4103.278151,68.4
Shot,8897,2499956,1673,4321.742929,72.0
Shot,173,2499956,1673,4438.174013,74.0
Shot,16436,2499956,1673,4679.195800000001,78.0
Shot,15198,2499956,1639,4935.310303,82.3
Shot,214654,2499956,1673,5203.416818,86.7
Shot,370,2499957,1612,1351.139147,22.5
Shot,120353,2499957,1612,1758.977825,29.3
Shot,7868,2499957,1612,1973.598651,32.9
Shot,8336,2499957,10531,2124.802915,35.4
Shot,246866,2499957,10531,2400.647601,40.0
Shot,25747,2499957,1612,2768.231897,46.1
Shot,120353,2499957,1612,3221.9827239999995,53.7
Shot,15808,2499957,1612,3457.1629319999993,57.6
Shot,120353,2499957,1612,3459.2843269999994,57.7
Shot,7868,2499957,1612,3881.976397999999,64.7
Shot,18550,2499957,1612,4138.665013,69.0
Shot,25571,2499957,10531,4186.121261,69.8
Shot,14870,2499957,1612,4238.662536,70.6
Shot,257899,2499957,1612,4297.652044999999,71.6
Shot,8955,2499957,1612,4612.985059999999,76.9
Shot,257899,2499957,1612,4813.115966000001,80.2
Shot,370,2499957,1612,4893.309581000001,81.6
Shot,370,2499957,1612,5096.830032,84.9
Shot,15808,2499957,1612,5227.385376,87.1
Shot,18550,2499957,1612,5429.626579,90.5
Shot,120353,2499957,1612,5527.0602610000005,92.1
Shot,15808,2499957,1612,5641.965607,94.0
Shot,8582,2499958,1633,172.80897399999998,2.9
Shot,8561,2499958,1633,557.292236,9.3
Shot,20620,2499958,1633,700.542386,11.7
Shot,14703,2499958,1633,782.6416280000001,13.0
Shot,20620,2499958,1633,841.851817,14.0
Shot,14703,2499958,1633,940.987303,15.7
Shot,8561,2499958,1633,1556.764366,25.9
Shot,14703,2499958,1633,1679.486943,28.0
Shot,9739,2499958,1659,1793.239199,29.9
Shot,302518,2499958,1659,1954.737762,32.6
Shot,9285,2499958,1659,2375.777329,39.6
Shot,7989,2499958,1659,2654.498685,44.2
Shot,8313,2499958,1633,3389.6290289999997,56.5
Shot,41174,2499958,1633,3540.2603739999995,59.0
Shot,62224,2499958,1659,4259.082477,71.0
Shot,14703,2499958,1633,4356.555099000001,72.6
Shot,7941,2499958,1633,4360.094555,72.7
Shot,8959,2499958,1659,4451.251701000001,74.2
Shot,134102,2499958,1659,4481.044813,74.7
Shot,9637,2499958,1659,5182.494856000001,86.4
