matchId,shots_array,total_shots,late_game_shots,late_game_density
2499942,"[2.7, 21.0, 25.8, 30.9, 34.9, 37.2, 44.7, 72.0, 74.9, 79.5, 80.2, 80.4, 84.1, 88.0, 89.9]",15,8,0.5333333333333333
2499943,"[8.0, 17.5, 21.5, 32.4, 35.8, 45.9, 57.0, 59.1, 62.5, 63.4, 64.5, 68.9, 70.1, 71.8, 74.9, 84.5, 91.6, 92.9]",18,10,0.5555555555555556
2499944,"[1.0, 1.6, 2.1, 2.8, 13.0, 18.3, 19.4, 24.0, 27.2, 32.0, 38.9, 39.5, 43.3, 48.5, 50.6, 51.5, 54.5, 55.8, 56.4, 60.6, 62.6, 66.3, 66.7, 67.2, 91.3]",25,6,0.24
2499945,"[9.6, 15.7, 16.4, 17.1, 18.8, 24.4, 31.5, 38.8, 39.9, 42.2, 65.3, 69.5, 72.3, 73.7, 79.1, 80.3, 81.9, 81.9, 86.3, 87.5, 89.4, 89.5, 91.6]",23,13,0.5652173913043478
2499946,"[1.0, 1.6, 8.2, 9.2, 13.7, 17.1, 19.4, 23.4, 28.8, 30.0, 35.4, 41.4, 44.7, 46.1, 51.4, 53.7, 56.6, 62.0, 63.2, 68.9, 70.2, 72.0, 74.4, 78.2, 88.7, 90.4]",26,9,0.34615384615384615
2499947,"[6.2, 8.1, 9.7, 12.0, 21.3, 30.7, 36.2, 39.9, 50.6, 55.7, 58.3, 66.2, 67.8, 72.2, 75.5, 76.2, 77.4, 78.8, 80.7, 81.3, 83.8, 84.6, 86.3, 87.0, 94.4]",25,14,0.56
2499948,"[11.2, 20.1, 25.3, 26.2, 30.3, 36.4, 40.2, 43.9, 45.3, 47.2, 55.5, 56.1, 59.8, 61.6, 65.2, 68.3, 77.3, 78.3, 79.4, 80.2, 83.7, 85.6, 86.9, 94.1]",24,11,0.4583333333333333
2499949,"[6.8, 10.3, 13.8, 14.2, 17.7, 39.9, 43.5, 49.4, 57.5, 67.1, 67.9, 71.2, 75.5, 90.5]",14,5,0.35714285714285715
2499950,"[0.8, 1.3, 12.1, 13.2, 15.5, 22.4, 23.8, 45.5, 46.1, 46.9, 54.5, 56.0, 58.7, 65.7, 73.5, 77.9, 86.7, 92.5]",18,5,0.2777777777777778
2499951,"[5.0, 19.0, 21.3, 23.7, 30.9, 31.6, 38.6, 50.6, 51.1, 55.6, 60.0, 60.9, 66.3, 68.5, 69.1, 73.3, 76.0, 85.6, 90.2, 91.7, 91.7, 93.6]",22,12,0.5454545454545454
2499952,"[10.6, 17.4, 18.6, 27.9, 28.8, 29.8, 33.7, 34.5, 39.7, 41.1, 45.4, 46.3, 46.9, 50.2, 51.8, 52.9, 57.2, 57.9, 65.7, 66.8, 71.4, 75.4, 76.4, 82.1, 83.1, 87.3, 94.9]",27,9,0.3333333333333333
2499953,"[4.5, 6.2, 16.1, 18.9, 19.6, 22.8, 25.6, 27.3, 31.1, 33.0, 37.6, 41.8, 46.4, 48.9, 51.3, 58.4, 65.9, 67.7, 68.9, 81.1, 87.9]",21,5,0.23809523809523808
2499954,"[1.1, 4.1, 29.2, 35.2, 45.8, 47.3, 51.7, 61.4, 64.2, 64.8, 77.1, 78.2, 81.4, 86.7]",14,7,0.5
2499955,"[16.4, 23.7, 24.7, 26.5, 27.4, 35.3, 37.0, 44.5, 47.6, 51.8, 56.0, 58.3, 59.2, 63.4, 67.0, 72.7, 74.6, 75.8, 77.3, 77.9, 85.5, 87.6, 90.8]",23,10,0.43478260869565216
2499956,"[0.7, 2.0, 9.3, 11.4, 12.8, 14.1, 14.7, 22.9, 24.4, 27.6, 33.6, 36.8, 38.2, 38.6, 42.6, 43.4, 48.1, 54.6, 55.2, 59.4, 61.8, 62.7, 71.3, 75.0, 75.3, 77.4, 80.7, 81.6, 90.2, 91.3]",30,10,0.3333333333333333
2499957,"[4.3, 4.7, 13.5, 20.3, 21.0, 28.1, 31.1, 34.4, 42.8, 42.9, 44.8, 47.2, 51.2, 59.0, 77.5]",15,1,0.06666666666666667
2499958,"[6.5, 16.9, 20.6, 31.0, 36.3, 47.9, 48.8, 51.0, 54.8, 57.0, 61.0, 61.9, 79.8, 81.1, 82.5]",15,5,0.3333333333333333
2499959,"[4.5, 9.8, 31.9, 37.4, 38.0, 42.6, 46.3, 52.7, 59.8, 62.8, 71.5, 73.4, 76.4, 81.8, 87.2, 92.8]",16,7,0.4375
2499960,"[10.2, 20.7, 23.5, 41.1, 45.4, 53.3, 61.9, 67.0, 68.0, 70.4, 74.0, 91.8]",12,6,0.5
2499961,"[1.5, 3.3, 5.2, 5.9, 18.1, 20.2, 24.2, 27.3, 36.3, 41.4, 45.9, 49.2, 46.9, 53.6, 55.4, 62.4, 66.6, 68.8, 68.9, 71.6, 72.3, 74.0, 79.3, 84.5, 85.0, 86.6, 89.8]",27,12,0.4444444444444444
2499962,"[8.0, 13.1, 18.6, 20.7, 21.3, 37.6, 48.4, 55.0, 56.3, 56.7, 57.0, 68.0, 68.5, 76.4, 84.7, 86.3, 90.3]",17,6,0.35294117647058826
2499963,"[2.9, 34.0, 35.5, 37.7, 39.3, 40.0, 44.5, 46.1, 45.7, 48.3, 50.1, 51.7, 54.9, 58.2, 70.0, 82.6, 83.4, 89.9, 90.9, 91.8]",20,6,0.3
2499964,"[0.8, 4.1, 14.1, 19.8, 22.7, 23.6, 24.3, 26.1, 27.7, 29.1, 30.4, 32.8, 35.9, 42.6, 43.4, 44.6, 44.7, 53.3, 56.7, 59.7, 62.0, 66.6, 73.5, 76.8, 77.9, 82.7, 87.9, 88.8, 90.2, 93.2]",30,10,0.3333333333333333
2499965,"[13.0, 20.3, 25.7, 34.9, 54.7, 58.1, 62.1, 62.6, 63.2, 65.6, 71.3, 77.7, 79.1, 81.7, 88.1, 89.6, 91.5]",17,11,0.6470588235294118
2499966,"[2.5, 3.8, 12.0, 20.9, 21.9, 27.0, 30.1, 31.5, 40.1, 43.0, 46.5, 47.8, 48.0, 51.2, 67.0, 68.0, 69.7, 73.1, 77.8, 81.3, 85.4]",21,7,0.3333333333333333
2499967,"[0.4, 5.1, 5.6, 11.4, 16.3, 17.2, 19.2, 20.8, 31.7, 34.9, 38.8, 42.9, 45.2, 46.4, 49.1, 51.7, 52.5, 53.2, 58.4, 61.8, 69.5, 74.1, 81.5, 82.6, 85.4, 91.4]",26,7,0.2692307692307692
2499968,"[3.0, 3.5, 12.5, 14.5, 16.8, 21.1, 25.6, 32.1, 34.3, 35.3, 37.5, 38.9, 40.1, 43.5, 50.3, 61.8, 64.1, 67.7, 72.5, 83.6, 84.1, 86.0, 91.7]",23,8,0.34782608695652173
2499969,"[1.8, 3.7, 16.0, 18.6, 20.0, 22.5, 28.3, 29.1, 31.2, 34.3, 34.6, 37.1, 39.6, 43.4, 45.2, 46.3, 46.4, 48.3, 48.9, 57.3, 58.0, 59.7, 68.4, 77.8, 82.4, 83.7, 85.1, 85.8, 87.0, 88.5, 89.7, 93.7, 94.2]",33,11,0.3333333333333333
2499970,"[2.2, 4.5, 8.4, 11.6, 17.5, 23.0, 28.3, 30.7, 35.8, 43.5, 44.4, 46.0, 48.7, 57.5, 66.3, 81.7]",16,2,0.125
2499971,"[0.5, 8.5, 20.7, 33.9, 40.7, 41.9, 42.5, 45.2, 47.6, 47.2, 49.5, 50.2, 59.7, 61.7, 62.9, 71.3, 79.7, 80.3, 87.5, 90.4]",20,7,0.35
2499972,"[0.8, 1.4, 24.0, 30.3, 37.2, 41.1, 46.2, 58.6, 63.2, 72.5, 75.0, 84.7, 86.0, 92.4]",14,6,0.42857142857142855
2499973,"[4.3, 5.6, 7.7, 10.2, 15.4, 17.2, 35.7, 43.7, 47.1, 48.1, 48.8, 51.5, 53.7, 56.7, 63.4, 64.3, 73.1, 76.0, 91.8]",19,5,0.2631578947368421
2499974,"[2.3, 14.6, 18.0, 22.6, 37.8, 40.2, 43.1, 46.9, 51.0, 53.4, 60.6, 68.4, 75.7, 77.2, 79.3, 90.1, 92.9]",17,7,0.4117647058823529
2499975,"[5.0, 6.6, 8.5, 11.7, 29.2, 30.9, 31.3, 32.9, 35.0, 39.1, 40.5, 41.2, 43.3, 49.7, 57.8, 59.4, 61.9, 63.5, 64.6, 76.8, 84.0, 88.5, 93.0]",23,7,0.30434782608695654
2499976,"[10.2, 14.5, 17.6, 20.9, 22.6, 24.3, 26.3, 35.6, 38.4, 40.6, 42.6, 46.3, 47.1, 49.7, 50.8, 54.0, 58.1, 59.8, 63.4, 66.8, 73.2, 74.0, 79.6, 91.1]",24,6,0.25
2499977,"[6.3, 17.1, 23.9, 27.9, 29.0, 32.9, 36.2, 40.7, 44.1, 46.2, 47.7, 50.2, 50.6, 57.9, 61.8, 64.8, 68.0, 72.3, 73.2, 85.9, 95.4]",21,7,0.3333333333333333
2499978,"[1.1, 8.7, 13.2, 21.5, 26.8, 40.7, 44.3, 45.3, 49.2, 49.8, 51.1, 53.9, 61.2, 68.1, 70.0, 73.7, 74.9, 78.9, 83.8, 90.7, 91.2, 91.8, 94.0]",23,11,0.4782608695652174
2499979,"[2.8, 5.4, 9.2, 13.2, 15.6, 18.2, 22.3, 27.2, 31.8, 43.8, 47.8, 48.1, 49.3, 50.3, 50.8, 57.9, 66.2, 68.4, 83.6, 84.3, 88.1]",21,5,0.23809523809523808
2499980,"[6.5, 9.9, 14.8, 27.7, 30.3, 34.0, 42.2, 46.5, 49.5, 52.5, 53.6, 62.9, 63.7, 67.6, 72.1, 74.3, 76.7, 78.1, 78.8, 79.4, 81.1, 82.1, 83.7, 86.2, 88.1, 89.1, 90.7, 91.1, 92.5]",29,18,0.6206896551724138
2499981,"[5.3, 8.0, 8.7, 10.5, 15.5, 17.8, 24.2, 26.3, 45.2, 46.7, 50.7, 55.1, 55.9, 61.5, 63.3, 76.4, 84.7, 86.2, 87.8, 90.6, 91.2, 91.7, 92.9, 93.5]",24,11,0.4583333333333333
2499982,"[4.5, 9.9, 33.1, 35.2, 36.1, 38.8, 42.6, 43.5, 49.7, 56.4, 64.8, 66.1, 70.4, 72.4, 78.2, 79.9, 81.0, 82.5, 82.5, 85.6, 86.8, 88.7, 93.0]",23,13,0.5652173913043478
2499983,"[3.8, 8.2, 11.2, 13.3, 17.7, 32.6, 36.1, 39.0, 39.8, 40.5, 41.0, 41.8, 45.1, 50.2, 51.1, 51.9, 52.6, 54.6, 60.3, 61.0, 72.1, 78.2, 85.5, 86.6, 90.3, 92.9]",26,8,0.3076923076923077
2499984,"[6.7, 8.9, 15.6, 29.5, 36.8, 42.7, 45.9, 48.2, 54.9, 57.7, 61.3, 78.9, 84.2, 91.2]",14,4,0.2857142857142857
2499985,"[2.7, 9.2, 13.5, 15.6, 23.6, 29.9, 37.7, 38.5, 51.6, 71.4, 73.7, 77.7, 80.5, 83.5, 88.7, 91.1]",16,7,0.4375
2499986,"[8.3, 12.3, 13.8, 20.7, 30.3, 37.0, 44.4, 51.3, 54.6, 56.7, 59.6, 65.9, 71.2, 76.2, 83.0, 90.7, 92.0, 92.8]",18,7,0.3888888888888889
2499987,"[6.7, 10.4, 11.0, 22.8, 24.2, 32.3, 37.4, 41.3, 43.1, 47.5, 55.4, 58.3, 61.0, 66.2, 68.3, 72.5, 72.9, 73.9, 77.4, 78.5, 88.7, 94.1]",22,10,0.45454545454545453
2499988,"[15.4, 20.4, 22.5, 25.1, 26.9, 28.0, 29.5, 34.5, 35.6, 36.7, 41.1, 43.8, 45.5, 47.6, 54.8, 79.2, 87.4, 89.8]",18,3,0.16666666666666666
2499989,"[4.0, 5.6, 9.1, 12.5, 17.3, 26.4, 34.3, 35.3, 43.8, 51.4, 52.4, 54.4, 55.8, 60.4, 63.3, 68.6, 69.3, 70.2, 80.8, 84.8, 87.4, 90.7, 90.9]",23,10,0.43478260869565216
2499990,"[1.0, 17.1, 18.2, 20.9, 24.9, 31.3, 39.9, 43.1, 45.6, 49.3, 51.1, 54.0, 57.4, 59.1, 65.3, 69.6, 72.9, 74.3, 82.9, 87.2, 88.5, 91.2]",22,8,0.36363636363636365
2499991,"[7.9, 15.0, 17.0, 21.1, 22.3, 23.2, 24.5, 28.0, 32.1, 38.1, 38.8, 44.3, 52.9, 55.6, 57.1, 62.6, 65.5, 68.0, 71.4, 71.8, 74.4, 79.5, 82.7]",23,8,0.34782608695652173
2499992,"[6.7, 9.5, 11.2, 16.5, 18.4, 29.7, 32.9, 33.6, 34.6, 40.9, 44.3, 49.7, 54.6, 61.1, 61.9, 63.2, 65.2, 75.9, 81.3, 89.0, 91.4, 92.8]",22,9,0.4090909090909091
2499993,"[1.0, 7.1, 10.8, 11.8, 12.2, 20.4, 21.4, 25.5, 27.2, 33.5, 42.9, 44.9, 51.7, 67.3, 75.7, 84.9, 91.4]",17,4,0.23529411764705882
2499994,"[5.4, 8.1, 9.5, 17.3, 19.8, 21.5, 22.7, 28.5, 29.1, 37.4, 40.7, 47.9, 50.5, 52.3, 53.3, 53.7, 58.8, 59.3, 66.5, 74.1, 80.5, 82.0, 82.5, 85.1, 86.7, 91.9]",26,8,0.3076923076923077
2499995,"[0.2, 12.4, 23.7, 26.0, 37.6, 39.1, 41.0, 42.2, 44.9, 46.3, 51.6, 64.9, 81.0, 92.4]",14,3,0.21428571428571427
2499996,"[9.3, 14.4, 17.2, 18.2, 21.4, 28.8, 29.8, 33.5, 40.7, 42.8, 45.3, 46.4, 55.9, 56.6, 64.9, 67.9, 73.3, 78.2, 81.7, 82.9, 84.2, 87.6, 89.0, 93.6, 94.5]",25,11,0.44
2499997,"[2.8, 9.3, 17.3, 20.9, 24.8, 25.6, 30.4, 34.9, 40.5, 43.6, 50.8, 52.6, 59.0, 63.0, 63.5, 70.8, 72.4, 82.3, 83.4, 87.7, 91.3, 91.7]",22,9,0.4090909090909091
2499998,"[0.6, 4.9, 13.0, 15.7, 17.0, 17.7, 18.6, 27.6, 28.2, 29.9, 46.1, 57.5, 59.7, 65.4, 66.6, 68.9, 75.3, 79.4, 81.4, 82.8]",20,7,0.35
2499999,"[8.5, 14.4, 15.1, 18.7, 24.1, 27.1, 33.0, 33.8, 35.0, 36.5, 38.2, 39.2, 41.1, 52.2, 53.4, 59.6, 63.1, 63.6, 75.0, 77.9, 78.9, 83.4, 84.1, 88.0, 93.7, 95.8]",26,10,0.38461538461538464
2500000,"[0.5, 1.8, 2.4, 7.8, 16.9, 18.6, 25.7, 35.8, 38.4, 40.0, 53.6, 58.5, 66.9, 68.3, 68.8, 82.2, 84.1, 85.1, 85.8, 90.2, 91.6]",21,9,0.42857142857142855
2500001,"[8.6, 12.0, 18.5, 36.3, 37.6, 41.0, 42.6, 44.9, 47.3, 56.9, 58.4, 59.6, 63.7, 67.8, 68.1, 74.1, 81.4, 85.2, 91.6, 92.9]",20,8,0.4
2500002,"[11.2, 15.3, 25.2, 27.7, 30.3, 32.8, 40.7, 43.1, 44.8, 49.1, 52.8, 63.6, 70.5, 71.3, 74.3, 85.1, 92.6, 95.4]",18,7,0.3888888888888889
2500003,"[12.0, 17.4, 21.4, 22.1, 23.3, 28.2, 37.3, 47.8, 51.9, 60.1, 67.3, 68.5, 79.5, 81.4, 87.0, 90.8]",16,7,0.4375
2500004,"[4.2, 6.1, 18.3, 23.7, 25.6, 26.8, 30.4, 30.8, 37.2, 40.5, 43.4, 44.6, 46.8, 56.5, 60.3, 88.1, 88.7, 90.8]",18,4,0.2222222222222222
2500005,"[0.6, 3.8, 6.3, 9.3, 13.4, 18.4, 25.5, 29.3, 40.7, 40.7, 53.8, 55.0, 56.2, 57.0, 59.0, 62.8, 72.4, 77.1, 77.8, 80.7, 83.1, 86.7, 91.8]",23,8,0.34782608695652173
2500006,"[12.4, 14.4, 29.2, 33.4, 37.1, 39.0, 40.0, 40.8, 43.2, 48.7, 54.2, 50.8, 57.3, 61.8, 64.0, 65.1, 65.6, 70.4, 77.2, 79.1, 83.4, 89.1]",22,9,0.4090909090909091
2500007,"[4.2, 17.6, 19.3, 22.9, 23.3, 29.1, 34.3, 50.1, 56.5, 60.3, 61.1, 68.0, 72.0, 74.4]",14,5,0.35714285714285715
2500008,"[5.0, 8.9, 10.7, 18.8, 24.4, 34.4, 40.1, 41.3, 43.0, 45.6, 57.3, 58.5, 59.6, 66.7, 67.2, 71.4, 72.9, 81.7, 83.2, 84.1, 86.1, 90.0, 95.9]",23,10,0.43478260869565216
2500009,"[13.6, 14.2, 15.2, 15.5, 17.2, 18.3, 35.5, 38.1, 60.1, 68.6, 69.2, 72.4, 73.4, 82.4, 83.2, 86.0, 94.2]",17,9,0.5294117647058824
2500010,"[6.5, 13.8, 17.5, 19.2, 24.1, 24.9, 33.6, 35.0, 45.7, 54.1, 54.8, 60.3, 65.4, 67.9, 70.1, 78.6, 86.6, 88.9, 89.2, 90.9, 92.4]",21,10,0.47619047619047616
2500011,"[2.3, 9.5, 16.3, 37.9, 38.1, 43.7, 46.2, 55.6, 57.1, 58.4, 65.1, 68.8, 74.2, 83.8, 84.8, 85.5, 85.6, 86.6]",18,8,0.4444444444444444
2500012,"[1.4, 1.9, 4.3, 4.9, 20.4, 26.9, 29.4, 32.6, 33.8, 39.2, 41.8, 44.9, 47.6, 51.6, 53.0, 54.3, 67.0, 79.7, 84.1, 85.9, 86.6, 88.0, 91.6, 93.7]",24,8,0.3333333333333333
2500013,"[1.3, 3.0, 9.2, 18.6, 44.1, 45.5, 46.4, 46.3, 49.3, 49.7, 57.5, 59.1, 62.1, 66.6, 67.8, 69.3, 76.4, 84.6, 90.9, 92.1]",20,8,0.4
2500014,"[4.6, 10.3, 16.2, 20.1, 26.6, 28.9, 30.0, 31.2, 34.5, 44.7, 45.6, 45.4, 48.4, 51.9, 57.9, 60.0, 61.2, 62.3, 66.4, 71.4, 72.0, 74.2, 78.0, 81.7, 84.1, 88.5]",26,11,0.4230769230769231
2500015,"[2.7, 11.0, 11.5, 12.5, 15.2, 17.8, 30.1, 30.6, 33.5, 35.6, 37.4, 41.0, 43.4, 46.2, 47.8, 55.0, 66.9, 68.0, 68.2, 81.3, 90.0]",21,5,0.23809523809523808
2500016,"[2.4, 4.0, 4.6, 5.4, 15.2, 18.5, 32.4, 37.3, 43.4, 62.0, 65.8, 71.0, 72.1, 73.0]",14,5,0.35714285714285715
2500017,"[9.3, 17.1, 28.6, 29.7, 40.4, 43.8, 51.8, 52.2, 63.1, 68.5, 72.3, 79.6, 90.1]",13,5,0.38461538461538464
2500018,"[4.9, 6.9, 9.1, 11.6, 13.0, 22.5, 26.0, 26.8, 36.4, 39.7, 41.2, 42.1, 47.2, 45.9, 47.4, 53.7, 56.2, 71.9, 75.6, 85.6]",20,3,0.15
2500019,"[2.1, 11.5, 30.3, 34.9, 40.5, 43.7, 45.5, 50.7, 62.3, 64.6, 65.2, 71.8, 82.4, 86.9, 96.2]",15,7,0.4666666666666667
2500020,"[4.3, 5.5, 17.0, 22.1, 27.0, 29.0, 36.5, 43.8, 50.8, 59.2, 65.7, 76.2, 77.6, 79.8, 83.1, 88.5, 91.1, 91.9, 92.4, 93.8]",20,10,0.5
2500021,"[5.4, 10.2, 11.6, 26.5, 28.1, 33.5, 42.6, 45.3, 52.5, 52.9, 55.3, 55.9, 56.9, 57.5, 58.1, 66.6, 69.4, 72.8, 76.4, 77.1, 79.0, 82.2, 90.6]",23,8,0.34782608695652173
2500022,"[5.2, 7.0, 8.7, 14.5, 17.2, 17.6, 24.3, 36.9, 48.7, 50.5, 57.6, 59.6, 61.5, 69.5, 73.8, 76.9, 77.0, 78.0, 84.3, 94.4]",20,8,0.4
2500023,"[18.6, 29.7, 50.0, 51.0, 58.9, 75.0, 78.2, 87.1, 87.9]",9,4,0.4444444444444444
2500024,"[2.0, 14.5, 21.8, 32.1, 36.0, 39.4, 40.5, 50.7, 64.7, 87.5, 91.9, 92.5]",12,4,0.3333333333333333
2500025,"[0.5, 6.0, 7.9, 10.8, 15.5, 21.1, 29.7, 31.1, 34.4, 38.6, 40.0, 45.0, 45.6, 51.9, 55.0, 58.0, 75.6, 76.1, 79.4, 80.3, 81.3, 86.5, 87.6, 91.0]",24,8,0.3333333333333333
2500026,"[0.4, 1.6, 2.3, 9.9, 16.1, 19.4, 21.4, 30.0, 31.3, 35.4, 37.4, 40.8, 48.8, 56.8, 60.5, 68.9, 74.2, 75.9, 79.8, 83.3, 84.3, 93.1]",22,8,0.36363636363636365
2500027,"[8.3, 12.5, 17.2, 19.4, 37.8, 42.9, 44.2, 45.4, 54.9, 56.6, 67.8, 72.1, 73.8, 78.8, 88.5, 90.5, 91.9, 94.8]",18,8,0.4444444444444444
2500028,"[1.2, 2.5, 4.9, 8.8, 9.4, 15.1, 17.4, 23.4, 27.5, 30.2, 31.2, 32.5, 39.1, 42.1, 43.3, 44.0, 44.6, 56.0, 71.3, 84.9, 85.8, 86.7, 87.3, 89.1, 92.7]",25,7,0.28
2500029,"[1.7, 2.2, 4.0, 8.2, 15.6, 17.1, 29.1, 30.9, 32.9, 36.8, 41.2, 43.4, 49.6, 50.5, 62.3, 63.0, 65.7, 70.1, 73.6, 87.4, 90.0, 90.5, 93.4]",23,9,0.391304347826087
2500030,"[0.4, 2.0, 4.7, 8.6, 11.5, 14.0, 16.8, 18.1, 22.5, 23.7, 27.7, 30.1, 44.0, 45.9, 45.4, 47.4, 60.7, 62.4, 62.9, 65.0, 67.4, 76.0, 78.1, 81.8, 86.2]",25,9,0.36
2500031,"[0.8, 14.6, 19.4, 26.6, 28.4, 31.0, 45.8, 46.9, 49.1, 49.6, 69.7, 81.6, 85.1, 91.0]",14,4,0.2857142857142857
2500032,"[11.5, 14.9, 26.1, 30.6, 33.3, 36.6, 37.2, 44.6, 55.2, 56.7, 60.0, 63.2, 74.6]",13,3,0.23076923076923078
2500033,"[2.4, 8.7, 9.7, 13.5, 14.6, 17.7, 21.8, 28.2, 29.1, 31.0, 39.6, 44.6, 47.2, 53.5, 61.4, 74.9, 76.5, 87.8]",18,4,0.2222222222222222
2500034,"[6.6, 7.5, 25.4, 26.2, 29.1, 31.6, 37.3, 46.9, 55.8, 59.7, 61.0, 67.1, 67.5, 69.5, 73.4, 77.3, 78.3, 82.4, 86.2]",19,9,0.47368421052631576
2500035,"[1.3, 1.8, 5.4, 7.3, 7.3, 25.8, 27.7, 33.1, 33.9, 37.0, 43.4, 44.5, 49.2, 56.3, 57.0, 60.0, 75.5, 81.8, 83.8, 86.4, 88.2, 93.5]",22,7,0.3181818181818182
2500036,"[2.1, 4.1, 9.4, 14.7, 16.6, 17.3, 19.2, 24.5, 29.9, 30.4, 31.1, 32.2, 35.1, 36.4, 38.4, 45.8, 48.9, 53.2, 62.4, 71.5, 74.4, 76.1, 77.0, 78.0, 82.9, 85.4, 86.7, 90.7]",28,10,0.35714285714285715
2500037,"[1.8, 2.7, 16.3, 20.0, 28.5, 39.6, 40.6, 41.3, 44.3, 50.4, 55.5, 56.4, 57.5, 59.4, 63.6, 69.5, 71.6, 77.5, 84.7, 86.2, 86.9, 87.4, 90.4]",23,9,0.391304347826087
2500038,"[11.6, 13.4, 16.0, 24.3, 27.6, 33.0, 35.2, 42.5, 45.8, 53.3, 59.3, 62.6, 68.7, 76.0, 78.0, 87.4, 89.6, 91.1, 91.9, 93.7, 95.0, 95.3]",22,11,0.5
2500039,"[3.4, 4.9, 6.2, 13.5, 16.5, 25.7, 26.1, 27.0, 30.6, 36.7, 45.6, 57.7, 78.4, 81.3, 90.8, 92.0, 92.8, 93.6]",18,6,0.3333333333333333
2500040,"[1.3, 3.4, 24.4, 25.9, 33.8, 41.4, 45.8, 50.0, 55.2, 57.5, 58.4, 71.7, 73.0, 84.1, 89.3, 90.1, 91.9, 92.0, 93.8, 96.3]",20,9,0.45
2500041,"[3.6, 5.8, 23.8, 25.9, 30.2, 33.0, 38.7, 41.7, 48.1, 48.5, 51.1, 52.8, 56.0, 56.8, 57.9, 63.7, 68.0, 73.1, 81.2, 92.3]",20,5,0.25
2500042,"[5.6, 7.2, 10.5, 11.6, 16.3, 22.2, 29.1, 31.0, 38.4, 45.4, 57.5, 58.7, 68.9, 75.1, 79.9, 81.7, 88.5]",17,5,0.29411764705882354
2500043,"[3.7, 9.4, 16.3, 21.0, 30.0, 32.9, 33.7, 37.2, 40.4, 47.5, 58.4, 64.6, 67.0, 69.8, 74.2, 83.2, 89.8, 91.1, 92.3]",19,8,0.42105263157894735
2500044,"[0.3, 3.9, 7.5, 12.2, 13.2, 19.5, 20.8, 20.8, 22.2, 25.4, 31.8, 32.4, 46.6, 51.9, 54.1, 60.4, 62.8, 66.1, 70.3, 84.1, 91.4, 92.3, 94.1]",23,8,0.34782608695652173
2500045,"[4.1, 11.9, 12.7, 22.4, 26.4, 27.3, 28.2, 32.3, 37.0, 41.7, 44.4, 45.8, 57.0, 60.6, 62.0, 63.7, 67.9, 73.9, 76.0, 77.2, 80.2, 82.8, 84.9, 90.0, 91.3, 92.1]",26,13,0.5
2500046,"[3.4, 14.0, 15.3, 19.0, 21.2, 29.1, 31.7, 35.9, 41.7, 46.8, 47.3, 48.3, 48.9, 53.5, 61.4, 61.7, 65.1, 66.2, 69.0, 70.9, 75.2, 77.6, 78.6, 82.9, 83.2, 87.2, 89.5, 92.1, 93.4, 93.4, 96.9, 97.0]",32,18,0.5625
2500047,"[5.7, 12.0, 16.2, 17.6, 21.5, 22.5, 23.8, 24.4, 25.9, 28.5, 32.0, 34.7, 36.5, 48.0, 52.8, 55.1, 55.7, 58.6, 62.8, 64.7, 68.9, 71.8, 76.2, 76.9, 78.4, 79.1, 85.4, 90.5, 92.8, 95.6]",30,12,0.4
2500048,"[4.7, 7.8, 9.2, 15.9, 22.3, 27.1, 28.6, 31.0, 32.6, 47.6, 49.0, 56.6, 59.6, 62.6, 66.4, 67.4, 86.7, 90.7, 91.7, 93.1]",20,7,0.35
2500049,"[0.3, 3.6, 30.9, 38.0, 44.1, 46.6, 49.2, 49.7, 56.4, 57.3, 58.4, 64.2, 68.8, 70.3, 72.5, 78.3, 80.5, 86.8, 89.2]",19,8,0.42105263157894735
2500050,"[1.0, 1.4, 8.4, 9.9, 15.7, 20.2, 20.9, 26.0, 30.6, 34.6, 37.8, 38.7, 43.3, 44.4, 46.5, 52.9, 56.6, 59.5, 61.9, 65.5, 66.7, 71.3, 76.4, 77.9, 83.5, 86.6, 88.8, 93.7]",28,10,0.35714285714285715
2500051,"[5.1, 10.5, 12.1, 14.4, 19.8, 34.7, 39.2, 44.8, 46.5, 52.5, 61.0, 64.5, 70.0, 76.1, 79.7, 84.1]",16,6,0.375
2500052,"[9.1, 9.8, 14.8, 19.2, 20.2, 23.7, 28.0, 30.5, 39.5, 46.6, 47.4, 47.6, 50.5, 53.6, 64.9, 65.3, 86.2, 87.6]",18,4,0.2222222222222222
2500053,"[3.7, 5.8, 10.5, 17.2, 18.6, 19.6, 28.0, 33.0, 35.8, 38.1, 47.6, 50.2, 51.8, 53.7, 55.5, 58.9, 68.3, 76.9, 82.6, 90.9, 93.8]",21,5,0.23809523809523808
2500054,"[1.0, 4.9, 13.0, 15.8, 21.3, 24.8, 31.3, 31.8, 32.6, 34.0, 35.6, 37.3, 39.5, 46.7, 58.5, 59.6, 61.3, 64.1, 87.6, 90.6, 91.5]",21,5,0.23809523809523808
2500055,"[2.2, 11.3, 12.5, 17.5, 30.3, 32.2, 33.6, 35.5, 38.2, 39.1, 40.5, 41.8, 42.5, 43.2, 47.6, 49.4, 58.6, 62.2, 63.4, 63.9, 66.5, 69.1, 75.0, 77.1, 80.2, 81.1, 84.8, 93.2]",28,11,0.39285714285714285
